ULW,Material,Optik,Schale,Hoehe,Daemmung,Luefterrahmen_Variante,Lichtkuppel_Preis_EUR,Aufsatzkranz_Preis_EUR,Luefterrahmen_Preis_EUR,Zusatzkosten_EUR,Total_EUR
100,Acryl (Standard),klar (transparent),2-schalig,50 cm,50 mm,elektrisch offenbar (230V Antrieb),275.7,736.5,335.1,241.29,1588.59
100,Acryl (Standard),klar (transparent),2-schalig,50 cm,50 mm,elektrisch offenbar (24V RWA-Antrieb),275.7,736.5,335.1,280.32,1627.62
100,Acryl (Standard),klar (transparent),2-schalig,50 cm,60 mm,keine,275.7,742.9,,,1018.60
100,Acryl (Standard),klar (transparent),2-schalig,50 cm,60 mm,festverglast (nicht zu öffnen),275.7,742.9,0,0,1018.60
100,Acryl (Standard),klar (transparent),2-schalig,50 cm,60 mm,manuell offenbar (Spindel),275.7,742.9,335.1,52.5,1406.20
100,Acryl (Standard),klar (transparent),2-schalig,50 cm,60 mm,elektrisch offenbar (230V Antrieb),275.7,742.9,335.1,241.29,1594.99
100,Acryl (Standard),klar (transparent),2-schalig,50 cm,60 mm,elektrisch offenbar (24V RWA-Antrieb),275.7,742.9,335.1,280.32,1634.02
100,Acryl (Standard),klar (transparent),2-schalig,50 cm,80 mm,keine,275.7,750.1,,,1025.80
100,Acryl (Standard),klar (transparent),2-schalig,50 cm,80 mm,festverglast (nicht zu öffnen),275.7,750.1,0,0,1025.80
100,Acryl (Standard),klar (transparent),2-schalig,50 cm,80 mm,manuell offenbar (Spindel),275.7,750.1,335.1,52.5,1413.40
100,Acryl (Standard),klar (transparent),2-schalig,50 cm,80 mm,elektrisch offenbar (230V Antrieb),275.7,750.1,335.1,241.29,1602.19
100,Acryl (Standard),klar (transparent),2-schalig,50 cm,80 mm,elektrisch offenbar (24V RWA-Antrieb),275.7,750.1,335.1,280.32,1641.22
100,Acryl (Standard),klar (transparent),2-schalig,50 cm,100 mm,keine,275.7,764.5,,,1040.20
100,Acryl (Standard),klar (transparent),2-schalig,50 cm,100 mm,festverglast (nicht zu öffnen),275.7,764.5,0,0,1040.20
100,Acryl (Standard),klar (transparent),2-schalig,50 cm,100 mm,manuell offenbar (Spindel),275.7,764.5,335.1,52.5,1427.80
100,Acryl (Standard),klar (transparent),2-schalig,50 cm,100 mm,elektrisch offenbar (230V Antrieb),275.7,764.5,335.1,241.29,1616.59
100,Acryl (Standard),klar (transparent),2-schalig,50 cm,100 mm,elektrisch offenbar (24V RWA-Antrieb),275.7,764.5,335.1,280.32,1655.62
100,Acryl (Standard),klar (transparent),3-schalig,15 cm,20 mm,keine,370.8,274.2,,,645.00
100,Acryl (Standard),klar (transparent),3-schalig,15 cm,20 mm,festverglast (nicht zu öffnen),370.8,274.2,0,0,645.00
100,Acryl (Standard),klar (transparent),3-schalig,15 cm,20 mm,manuell offenbar (Spindel),370.8,274.2,335.1,52.5,1032.60
100,Acryl (Standard),klar (transparent),3-schalig,15 cm,20 mm,elektrisch offenbar (230V Antrieb),370.8,274.2,335.1,241.29,1221.39
100,Acryl (Standard),klar (transparent),3-schalig,15 cm,20 mm,elektrisch offenbar (24V RWA-Antrieb),370.8,274.2,335.1,280.32,1260.42
100,Acryl (Standard),klar (transparent),3-schalig,30 cm,20 mm,keine,370.8,360.9,,,731.70
100,Acryl (Standard),klar (transparent),3-schalig,30 cm,20 mm,festverglast (nicht zu öffnen),370.8,360.9,0,0,731.70
100,Acryl (Standard),klar (transparent),3-schalig,30 cm,20 mm,manuell offenbar (Spindel),370.8,360.9,335.1,52.5,1119.30
100,Acryl (Standard),klar (transparent),3-schalig,30 cm,20 mm,elektrisch offenbar (230V Antrieb),370.8,360.9,335.1,241.29,1308.09
100,Acryl (Standard),klar (transparent),3-schalig,30 cm,20 mm,elektrisch offenbar (24V RWA-Antrieb),370.8,360.9,335.1,280.32,1347.12
100,Acryl (Standard),klar (transparent),3-schalig,30 cm,40 mm,keine,370.8,500.5,,,871.30
100,Acryl (Standard),klar (transparent),3-schalig,30 cm,40 mm,festverglast (nicht zu öffnen),370.8,500.5,0,0,871.30
100,Acryl (Standard),klar (transparent),3-schalig,30 cm,40 mm,manuell offenbar (Spindel),370.8,500.5,335.1,52.5,1258.90
100,Acryl (Standard),klar (transparent),3-schalig,30 cm,40 mm,elektrisch offenbar (230V Antrieb),370.8,500.5,335.1,241.29,1447.69
100,Acryl (Standard),klar (transparent),3-schalig,30 cm,40 mm,elektrisch offenbar (24V RWA-Antrieb),370.8,500.5,335.1,280.32,1486.72
100,Acryl (Standard),klar (transparent),3-schalig,30 cm,50 mm,keine,370.8,505.3,,,876.10
100,Acryl (Standard),klar (transparent),3-schalig,30 cm,50 mm,festverglast (nicht zu öffnen),370.8,505.3,0,0,876.10
100,Acryl (Standard),klar (transparent),3-schalig,30 cm,50 mm,manuell offenbar (Spindel),370.8,505.3,335.1,52.5,1263.70
100,Acryl (Standard),klar (transparent),3-schalig,30 cm,50 mm,elektrisch offenbar (230V Antrieb),370.8,505.3,335.1,241.29,1452.49
100,Acryl (Standard),klar (transparent),3-schalig,30 cm,50 mm,elektrisch offenbar (24V RWA-Antrieb),370.8,505.3,335.1,280.32,1491.52
100,Acryl (Standard),klar (transparent),3-schalig,30 cm,60 mm,keine,370.8,511.3,,,882.10
100,Acryl (Standard),klar (transparent),3-schalig,30 cm,60 mm,festverglast (nicht zu öffnen),370.8,511.3,0,0,882.10
100,Acryl (Standard),klar (transparent),3-schalig,30 cm,60 mm,manuell offenbar (Spindel),370.8,511.3,335.1,52.5,1269.70
100,Acryl (Standard),klar (transparent),3-schalig,30 cm,60 mm,elektrisch offenbar (230V Antrieb),370.8,511.3,335.1,241.29,1458.49
100,Acryl (Standard),klar (transparent),3-schalig,30 cm,60 mm,elektrisch offenbar (24V RWA-Antrieb),370.8,511.3,335.1,280.32,1497.52
100,Acryl (Standard),klar (transparent),3-schalig,30 cm,80 mm,keine,370.8,516.9,,,887.70
100,Acryl (Standard),klar (transparent),3-schalig,30 cm,80 mm,festverglast (nicht zu öffnen),370.8,516.9,0,0,887.70
100,Acryl (Standard),klar (transparent),3-schalig,30 cm,80 mm,manuell offenbar (Spindel),370.8,516.9,335.1,52.5,1275.30
100,Acryl (Standard),klar (transparent),3-schalig,30 cm,80 mm,elektrisch offenbar (230V Antrieb),370.8,516.9,335.1,241.29,1464.09
100,Acryl (Standard),klar (transparent),3-schalig,30 cm,80 mm,elektrisch offenbar (24V RWA-Antrieb),370.8,516.9,335.1,280.32,1503.12
100,Acryl (Standard),klar (transparent),3-schalig,30 cm,100 mm,keine,370.8,525.7,,,896.50
100,Acryl (Standard),klar (transparent),3-schalig,30 cm,100 mm,festverglast (nicht zu öffnen),370.8,525.7,0,0,896.50
100,Acryl (Standard),klar (transparent),3-schalig,30 cm,100 mm,manuell offenbar (Spindel),370.8,525.7,335.1,52.5,1284.10
100,Acryl (Standard),klar (transparent),3-schalig,30 cm,100 mm,elektrisch offenbar (230V Antrieb),370.8,525.7,335.1,241.29,1472.89
100,Acryl (Standard),klar (transparent),3-schalig,30 cm,100 mm,elektrisch offenbar (24V RWA-Antrieb),370.8,525.7,335.1,280.32,1511.92
100,Acryl (Standard),klar (transparent),3-schalig,50 cm,20 mm,keine,370.8,530.1,,,900.90
100,Acryl (Standard),klar (transparent),3-schalig,50 cm,20 mm,festverglast (nicht zu öffnen),370.8,530.1,0,0,900.90
100,Acryl (Standard),klar (transparent),3-schalig,50 cm,20 mm,manuell offenbar (Spindel),370.8,530.1,335.1,52.5,1288.50
100,Acryl (Standard),klar (transparent),3-schalig,50 cm,20 mm,elektrisch offenbar (230V Antrieb),370.8,530.1,335.1,241.29,1477.29
100,Acryl (Standard),klar (transparent),3-schalig,50 cm,20 mm,elektrisch offenbar (24V RWA-Antrieb),370.8,530.1,335.1,280.32,1516.32
100,Acryl (Standard),klar (transparent),3-schalig,50 cm,40 mm,keine,370.8,730.9,,,1101.70
100,Acryl (Standard),klar (transparent),3-schalig,50 cm,40 mm,festverglast (nicht zu öffnen),370.8,730.9,0,0,1101.70
100,Acryl (Standard),klar (transparent),3-schalig,50 cm,40 mm,manuell offenbar (Spindel),370.8,730.9,335.1,52.5,1489.30
100,Acryl (Standard),klar (transparent),3-schalig,50 cm,40 mm,elektrisch offenbar (230V Antrieb),370.8,730.9,335.1,241.29,1678.09
100,Acryl (Standard),klar (transparent),3-schalig,50 cm,40 mm,elektrisch offenbar (24V RWA-Antrieb),370.8,730.9,335.1,280.32,1717.12
100,Acryl (Standard),klar (transparent),3-schalig,50 cm,50 mm,keine,370.8,736.5,,,1107.30
100,Acryl (Standard),klar (transparent),3-schalig,50 cm,50 mm,festverglast (nicht zu öffnen),370.8,736.5,0,0,1107.30
100,Acryl (Standard),klar (transparent),3-schalig,50 cm,50 mm,manuell offenbar (Spindel),370.8,736.5,335.1,52.5,1494.90
100,Acryl (Standard),klar (transparent),3-schalig,50 cm,50 mm,elektrisch offenbar (230V Antrieb),370.8,736.5,335.1,241.29,1683.69
100,Acryl (Standard),klar (transparent),3-schalig,50 cm,50 mm,elektrisch offenbar (24V RWA-Antrieb),370.8,736.5,335.1,280.32,1722.72
100,Acryl (Standard),klar (transparent),3-schalig,50 cm,60 mm,keine,370.8,742.9,,,1113.70
100,Acryl (Standard),klar (transparent),3-schalig,50 cm,60 mm,festverglast (nicht zu öffnen),370.8,742.9,0,0,1113.70
100,Acryl (Standard),klar (transparent),3-schalig,50 cm,60 mm,manuell offenbar (Spindel),370.8,742.9,335.1,52.5,1501.30
100,Acryl (Standard),klar (transparent),3-schalig,50 cm,60 mm,elektrisch offenbar (230V Antrieb),370.8,742.9,335.1,241.29,1690.09
100,Acryl (Standard),klar (transparent),3-schalig,50 cm,60 mm,elektrisch offenbar (24V RWA-Antrieb),370.8,742.9,335.1,280.32,1729.12
100,Acryl (Standard),klar (transparent),3-schalig,50 cm,80 mm,keine,370.8,750.1,,,1120.90
100,Acryl (Standard),klar (transparent),3-schalig,50 cm,80 mm,festverglast (nicht zu öffnen),370.8,750.1,0,0,1120.90
100,Acryl (Standard),klar (transparent),3-schalig,50 cm,80 mm,manuell offenbar (Spindel),370.8,750.1,335.1,52.5,1508.50
100,Acryl (Standard),klar (transparent),3-schalig,50 cm,80 mm,elektrisch offenbar (230V Antrieb),370.8,750.1,335.1,241.29,1697.29
100,Acryl (Standard),klar (transparent),3-schalig,50 cm,80 mm,elektrisch offenbar (24V RWA-Antrieb),370.8,750.1,335.1,280.32,1736.32
100,Acryl (Standard),klar (transparent),3-schalig,50 cm,100 mm,keine,370.8,764.5,,,1135.30
100,Acryl (Standard),klar (transparent),3-schalig,50 cm,100 mm,festverglast (nicht zu öffnen),370.8,764.5,0,0,1135.30
100,Acryl (Standard),klar (transparent),3-schalig,50 cm,100 mm,manuell offenbar (Spindel),370.8,764.5,335.1,52.5,1522.90
100,Acryl (Standard),klar (transparent),3-schalig,50 cm,100 mm,elektrisch offenbar (230V Antrieb),370.8,764.5,335.1,241.29,1711.69
100,Acryl (Standard),klar (transparent),3-schalig,50 cm,100 mm,elektrisch offenbar (24V RWA-Antrieb),370.8,764.5,335.1,280.32,1750.72
100,Acryl (Standard),klar (transparent),4-schalig,15 cm,20 mm,keine,468,274.2,,,742.20
100,Acryl (Standard),klar (transparent),4-schalig,15 cm,20 mm,festverglast (nicht zu öffnen),468,274.2,0,0,742.20
100,Acryl (Standard),klar (transparent),4-schalig,15 cm,20 mm,manuell offenbar (Spindel),468,274.2,335.1,52.5,1129.80
100,Acryl (Standard),klar (transparent),4-schalig,15 cm,20 mm,elektrisch offenbar (230V Antrieb),468,274.2,335.1,241.29,1318.59
100,Acryl (Standard),klar (transparent),4-schalig,15 cm,20 mm,elektrisch offenbar (24V RWA-Antrieb),468,274.2,335.1,280.32,1357.62
100,Acryl (Standard),klar (transparent),4-schalig,30 cm,20 mm,keine,468,360.9,,,828.90
100,Acryl (Standard),klar (transparent),4-schalig,30 cm,20 mm,festverglast (nicht zu öffnen),468,360.9,0,0,828.90
100,Acryl (Standard),klar (transparent),4-schalig,30 cm,20 mm,manuell offenbar (Spindel),468,360.9,335.1,52.5,1216.50
100,Acryl (Standard),klar (transparent),4-schalig,30 cm,20 mm,elektrisch offenbar (230V Antrieb),468,360.9,335.1,241.29,1405.29
100,Acryl (Standard),klar (transparent),4-schalig,30 cm,20 mm,elektrisch offenbar (24V RWA-Antrieb),468,360.9,335.1,280.32,1444.32
100,Acryl (Standard),klar (transparent),4-schalig,30 cm,40 mm,keine,468,500.5,,,968.50
100,Acryl (Standard),klar (transparent),4-schalig,30 cm,40 mm,festverglast (nicht zu öffnen),468,500.5,0,0,968.50
100,Acryl (Standard),klar (transparent),4-schalig,30 cm,40 mm,manuell offenbar (Spindel),468,500.5,335.1,52.5,1356.10
100,Acryl (Standard),klar (transparent),4-schalig,30 cm,40 mm,elektrisch offenbar (230V Antrieb),468,500.5,335.1,241.29,1544.89
100,Acryl (Standard),klar (transparent),4-schalig,30 cm,40 mm,elektrisch offenbar (24V RWA-Antrieb),468,500.5,335.1,280.32,1583.92
100,Acryl (Standard),klar (transparent),4-schalig,30 cm,50 mm,keine,468,505.3,,,973.30
100,Acryl (Standard),klar (transparent),4-schalig,30 cm,50 mm,festverglast (nicht zu öffnen),468,505.3,0,0,973.30
100,Acryl (Standard),klar (transparent),4-schalig,30 cm,50 mm,manuell offenbar (Spindel),468,505.3,335.1,52.5,1360.90
100,Acryl (Standard),klar (transparent),4-schalig,30 cm,50 mm,elektrisch offenbar (230V Antrieb),468,505.3,335.1,241.29,1549.69
100,Acryl (Standard),klar (transparent),4-schalig,30 cm,50 mm,elektrisch offenbar (24V RWA-Antrieb),468,505.3,335.1,280.32,1588.72
100,Acryl (Standard),klar (transparent),4-schalig,30 cm,60 mm,keine,468,511.3,,,979.30
100,Acryl (Standard),klar (transparent),4-schalig,30 cm,60 mm,festverglast (nicht zu öffnen),468,511.3,0,0,979.30
100,Acryl (Standard),klar (transparent),4-schalig,30 cm,60 mm,manuell offenbar (Spindel),468,511.3,335.1,52.5,1366.90
100,Acryl (Standard),klar (transparent),4-schalig,30 cm,60 mm,elektrisch offenbar (230V Antrieb),468,511.3,335.1,241.29,1555.69
100,Acryl (Standard),klar (transparent),4-schalig,30 cm,60 mm,elektrisch offenbar (24V RWA-Antrieb),468,511.3,335.1,280.32,1594.72
100,Acryl (Standard),klar (transparent),4-schalig,30 cm,80 mm,keine,468,516.9,,,984.90
100,Acryl (Standard),klar (transparent),4-schalig,30 cm,80 mm,festverglast (nicht zu öffnen),468,516.9,0,0,984.90
100,Acryl (Standard),klar (transparent),4-schalig,30 cm,80 mm,manuell offenbar (Spindel),468,516.9,335.1,52.5,1372.50
100,Acryl (Standard),klar (transparent),4-schalig,30 cm,80 mm,elektrisch offenbar (230V Antrieb),468,516.9,335.1,241.29,1561.29
100,Acryl (Standard),klar (transparent),4-schalig,30 cm,80 mm,elektrisch offenbar (24V RWA-Antrieb),468,516.9,335.1,280.32,1600.32
100,Acryl (Standard),klar (transparent),4-schalig,30 cm,100 mm,keine,468,525.7,,,993.70
100,Acryl (Standard),klar (transparent),4-schalig,30 cm,100 mm,festverglast (nicht zu öffnen),468,525.7,0,0,993.70
100,Acryl (Standard),klar (transparent),4-schalig,30 cm,100 mm,manuell offenbar (Spindel),468,525.7,335.1,52.5,1381.30
100,Acryl (Standard),klar (transparent),4-schalig,30 cm,100 mm,elektrisch offenbar (230V Antrieb),468,525.7,335.1,241.29,1570.09
100,Acryl (Standard),klar (transparent),4-schalig,30 cm,100 mm,elektrisch offenbar (24V RWA-Antrieb),468,525.7,335.1,280.32,1609.12
100,Acryl (Standard),klar (transparent),4-schalig,50 cm,20 mm,keine,468,530.1,,,998.10
100,Acryl (Standard),klar (transparent),4-schalig,50 cm,20 mm,festverglast (nicht zu öffnen),468,530.1,0,0,998.10
100,Acryl (Standard),klar (transparent),4-schalig,50 cm,20 mm,manuell offenbar (Spindel),468,530.1,335.1,52.5,1385.70
100,Acryl (Standard),klar (transparent),4-schalig,50 cm,20 mm,elektrisch offenbar (230V Antrieb),468,530.1,335.1,241.29,1574.49
100,Acryl (Standard),klar (transparent),4-schalig,50 cm,20 mm,elektrisch offenbar (24V RWA-Antrieb),468,530.1,335.1,280.32,1613.52
100,Acryl (Standard),klar (transparent),4-schalig,50 cm,40 mm,keine,468,730.9,,,1198.90
100,Acryl (Standard),klar (transparent),4-schalig,50 cm,40 mm,festverglast (nicht zu öffnen),468,730.9,0,0,1198.90
100,Acryl (Standard),klar (transparent),4-schalig,50 cm,40 mm,manuell offenbar (Spindel),468,730.9,335.1,52.5,1586.50
100,Acryl (Standard),klar (transparent),4-schalig,50 cm,40 mm,elektrisch offenbar (230V Antrieb),468,730.9,335.1,241.29,1775.29
100,Acryl (Standard),klar (transparent),4-schalig,50 cm,40 mm,elektrisch offenbar (24V RWA-Antrieb),468,730.9,335.1,280.32,1814.32
100,Acryl (Standard),klar (transparent),4-schalig,50 cm,50 mm,keine,468,736.5,,,1204.50
100,Acryl (Standard),klar (transparent),4-schalig,50 cm,50 mm,festverglast (nicht zu öffnen),468,736.5,0,0,1204.50
100,Acryl (Standard),klar (transparent),4-schalig,50 cm,50 mm,manuell offenbar (Spindel),468,736.5,335.1,52.5,1592.10
100,Acryl (Standard),klar (transparent),4-schalig,50 cm,50 mm,elektrisch offenbar (230V Antrieb),468,736.5,335.1,241.29,1780.89
100,Acryl (Standard),klar (transparent),4-schalig,50 cm,50 mm,elektrisch offenbar (24V RWA-Antrieb),468,736.5,335.1,280.32,1819.92
100,Acryl (Standard),klar (transparent),4-schalig,50 cm,60 mm,keine,468,742.9,,,1210.90
100,Acryl (Standard),klar (transparent),4-schalig,50 cm,60 mm,festverglast (nicht zu öffnen),468,742.9,0,0,1210.90
100,Acryl (Standard),klar (transparent),4-schalig,50 cm,60 mm,manuell offenbar (Spindel),468,742.9,335.1,52.5,1598.50
100,Acryl (Standard),klar (transparent),4-schalig,50 cm,60 mm,elektrisch offenbar (230V Antrieb),468,742.9,335.1,241.29,1787.29
100,Acryl (Standard),klar (transparent),4-schalig,50 cm,60 mm,elektrisch offenbar (24V RWA-Antrieb),468,742.9,335.1,280.32,1826.32
100,Acryl (Standard),klar (transparent),4-schalig,50 cm,80 mm,keine,468,750.1,,,1218.10
100,Acryl (Standard),klar (transparent),4-schalig,50 cm,80 mm,festverglast (nicht zu öffnen),468,750.1,0,0,1218.10
100,Acryl (Standard),klar (transparent),4-schalig,50 cm,80 mm,manuell offenbar (Spindel),468,750.1,335.1,52.5,1605.70
100,Acryl (Standard),klar (transparent),4-schalig,50 cm,80 mm,elektrisch offenbar (230V Antrieb),468,750.1,335.1,241.29,1794.49
100,Acryl (Standard),klar (transparent),4-schalig,50 cm,80 mm,elektrisch offenbar (24V RWA-Antrieb),468,750.1,335.1,280.32,1833.52
100,Acryl (Standard),klar (transparent),4-schalig,50 cm,100 mm,keine,468,764.5,,,1232.50
100,Acryl (Standard),klar (transparent),4-schalig,50 cm,100 mm,festverglast (nicht zu öffnen),468,764.5,0,0,1232.50
100,Acryl (Standard),klar (transparent),4-schalig,50 cm,100 mm,manuell offenbar (Spindel),468,764.5,335.1,52.5,1620.10
100,Acryl (Standard),klar (transparent),4-schalig,50 cm,100 mm,elektrisch offenbar (230V Antrieb),468,764.5,335.1,241.29,1808.89
100,Acryl (Standard),klar (transparent),4-schalig,50 cm,100 mm,elektrisch offenbar (24V RWA-Antrieb),468,764.5,335.1,280.32,1847.92
100,Acryl (Standard),klar (transparent),5-schalig,15 cm,20 mm,keine,565.2,274.2,,,839.40
100,Acryl (Standard),klar (transparent),5-schalig,15 cm,20 mm,festverglast (nicht zu öffnen),565.2,274.2,0,0,839.40
100,Acryl (Standard),klar (transparent),5-schalig,15 cm,20 mm,manuell offenbar (Spindel),565.2,274.2,335.1,52.5,1227.00
100,Acryl (Standard),klar (transparent),5-schalig,15 cm,20 mm,elektrisch offenbar (230V Antrieb),565.2,274.2,335.1,241.29,1415.79
100,Acryl (Standard),klar (transparent),5-schalig,15 cm,20 mm,elektrisch offenbar (24V RWA-Antrieb),565.2,274.2,335.1,280.32,1454.82
100,Acryl (Standard),klar (transparent),5-schalig,30 cm,20 mm,keine,565.2,360.9,,,926.10
100,Acryl (Standard),klar (transparent),5-schalig,30 cm,20 mm,festverglast (nicht zu öffnen),565.2,360.9,0,0,926.10
100,Acryl (Standard),klar (transparent),5-schalig,30 cm,20 mm,manuell offenbar (Spindel),565.2,360.9,335.1,52.5,1313.70
100,Acryl (Standard),klar (transparent),5-schalig,30 cm,20 mm,elektrisch offenbar (230V Antrieb),565.2,360.9,335.1,241.29,1502.49
100,Acryl (Standard),klar (transparent),5-schalig,30 cm,20 mm,elektrisch offenbar (24V RWA-Antrieb),565.2,360.9,335.1,280.32,1541.52
100,Acryl (Standard),klar (transparent),5-schalig,30 cm,40 mm,keine,565.2,500.5,,,1065.70
100,Acryl (Standard),klar (transparent),5-schalig,30 cm,40 mm,festverglast (nicht zu öffnen),565.2,500.5,0,0,1065.70
100,Acryl (Standard),klar (transparent),5-schalig,30 cm,40 mm,manuell offenbar (Spindel),565.2,500.5,335.1,52.5,1453.30
100,Acryl (Standard),klar (transparent),5-schalig,30 cm,40 mm,elektrisch offenbar (230V Antrieb),565.2,500.5,335.1,241.29,1642.09
100,Acryl (Standard),klar (transparent),5-schalig,30 cm,40 mm,elektrisch offenbar (24V RWA-Antrieb),565.2,500.5,335.1,280.32,1681.12
100,Acryl (Standard),klar (transparent),5-schalig,30 cm,50 mm,keine,565.2,505.3,,,1070.50
100,Acryl (Standard),klar (transparent),5-schalig,30 cm,50 mm,festverglast (nicht zu öffnen),565.2,505.3,0,0,1070.50
100,Acryl (Standard),klar (transparent),5-schalig,30 cm,50 mm,manuell offenbar (Spindel),565.2,505.3,335.1,52.5,1458.10
100,Acryl (Standard),klar (transparent),5-schalig,30 cm,50 mm,elektrisch offenbar (230V Antrieb),565.2,505.3,335.1,241.29,1646.89
100,Acryl (Standard),klar (transparent),5-schalig,30 cm,50 mm,elektrisch offenbar (24V RWA-Antrieb),565.2,505.3,335.1,280.32,1685.92
100,Acryl (Standard),klar (transparent),5-schalig,30 cm,60 mm,keine,565.2,511.3,,,1076.50
100,Acryl (Standard),klar (transparent),5-schalig,30 cm,60 mm,festverglast (nicht zu öffnen),565.2,511.3,0,0,1076.50
100,Acryl (Standard),klar (transparent),5-schalig,30 cm,60 mm,manuell offenbar (Spindel),565.2,511.3,335.1,52.5,1464.10
100,Acryl (Standard),klar (transparent),5-schalig,30 cm,60 mm,elektrisch offenbar (230V Antrieb),565.2,511.3,335.1,241.29,1652.89
100,Acryl (Standard),klar (transparent),5-schalig,30 cm,60 mm,elektrisch offenbar (24V RWA-Antrieb),565.2,511.3,335.1,280.32,1691.92
100,Acryl (Standard),klar (transparent),5-schalig,30 cm,80 mm,keine,565.2,516.9,,,1082.10
100,Acryl (Standard),klar (transparent),5-schalig,30 cm,80 mm,festverglast (nicht zu öffnen),565.2,516.9,0,0,1082.10
100,Acryl (Standard),klar (transparent),5-schalig,30 cm,80 mm,manuell offenbar (Spindel),565.2,516.9,335.1,52.5,1469.70
100,Acryl (Standard),klar (transparent),5-schalig,30 cm,80 mm,elektrisch offenbar (230V Antrieb),565.2,516.9,335.1,241.29,1658.49
100,Acryl (Standard),klar (transparent),5-schalig,30 cm,80 mm,elektrisch offenbar (24V RWA-Antrieb),565.2,516.9,335.1,280.32,1697.52
100,Acryl (Standard),klar (transparent),5-schalig,30 cm,100 mm,keine,565.2,525.7,,,1090.90
100,Acryl (Standard),klar (transparent),5-schalig,30 cm,100 mm,festverglast (nicht zu öffnen),565.2,525.7,0,0,1090.90
100,Acryl (Standard),klar (transparent),5-schalig,30 cm,100 mm,manuell offenbar (Spindel),565.2,525.7,335.1,52.5,1478.50
100,Acryl (Standard),klar (transparent),5-schalig,30 cm,100 mm,elektrisch offenbar (230V Antrieb),565.2,525.7,335.1,241.29,1667.29
100,Acryl (Standard),klar (transparent),5-schalig,30 cm,100 mm,elektrisch offenbar (24V RWA-Antrieb),565.2,525.7,335.1,280.32,1706.32
100,Acryl (Standard),klar (transparent),5-schalig,50 cm,20 mm,keine,565.2,530.1,,,1095.30
100,Acryl (Standard),klar (transparent),5-schalig,50 cm,20 mm,festverglast (nicht zu öffnen),565.2,530.1,0,0,1095.30
100,Acryl (Standard),klar (transparent),5-schalig,50 cm,20 mm,manuell offenbar (Spindel),565.2,530.1,335.1,52.5,1482.90
100,Acryl (Standard),klar (transparent),5-schalig,50 cm,20 mm,elektrisch offenbar (230V Antrieb),565.2,530.1,335.1,241.29,1671.69
100,Acryl (Standard),klar (transparent),5-schalig,50 cm,20 mm,elektrisch offenbar (24V RWA-Antrieb),565.2,530.1,335.1,280.32,1710.72
100,Acryl (Standard),klar (transparent),5-schalig,50 cm,40 mm,keine,565.2,730.9,,,1296.10
100,Acryl (Standard),klar (transparent),5-schalig,50 cm,40 mm,festverglast (nicht zu öffnen),565.2,730.9,0,0,1296.10
100,Acryl (Standard),klar (transparent),5-schalig,50 cm,40 mm,manuell offenbar (Spindel),565.2,730.9,335.1,52.5,1683.70
100,Acryl (Standard),klar (transparent),5-schalig,50 cm,40 mm,elektrisch offenbar (230V Antrieb),565.2,730.9,335.1,241.29,1872.49
100,Acryl (Standard),klar (transparent),5-schalig,50 cm,40 mm,elektrisch offenbar (24V RWA-Antrieb),565.2,730.9,335.1,280.32,1911.52
100,Acryl (Standard),klar (transparent),5-schalig,50 cm,50 mm,keine,565.2,736.5,,,1301.70
100,Acryl (Standard),klar (transparent),5-schalig,50 cm,50 mm,festverglast (nicht zu öffnen),565.2,736.5,0,0,1301.70
100,Acryl (Standard),klar (transparent),5-schalig,50 cm,50 mm,manuell offenbar (Spindel),565.2,736.5,335.1,52.5,1689.30
100,Acryl (Standard),klar (transparent),5-schalig,50 cm,50 mm,elektrisch offenbar (230V Antrieb),565.2,736.5,335.1,241.29,1878.09
100,Acryl (Standard),klar (transparent),5-schalig,50 cm,50 mm,elektrisch offenbar (24V RWA-Antrieb),565.2,736.5,335.1,280.32,1917.12
100,Acryl (Standard),klar (transparent),5-schalig,50 cm,60 mm,keine,565.2,742.9,,,1308.10
100,Acryl (Standard),klar (transparent),5-schalig,50 cm,60 mm,festverglast (nicht zu öffnen),565.2,742.9,0,0,1308.10
100,Acryl (Standard),klar (transparent),5-schalig,50 cm,60 mm,manuell offenbar (Spindel),565.2,742.9,335.1,52.5,1695.70
100,Acryl (Standard),klar (transparent),5-schalig,50 cm,60 mm,elektrisch offenbar (230V Antrieb),565.2,742.9,335.1,241.29,1884.49
100,Acryl (Standard),klar (transparent),5-schalig,50 cm,60 mm,elektrisch offenbar (24V RWA-Antrieb),565.2,742.9,335.1,280.32,1923.52
100,Acryl (Standard),klar (transparent),5-schalig,50 cm,80 mm,keine,565.2,750.1,,,1315.30
100,Acryl (Standard),klar (transparent),5-schalig,50 cm,80 mm,festverglast (nicht zu öffnen),565.2,750.1,0,0,1315.30
100,Acryl (Standard),klar (transparent),5-schalig,50 cm,80 mm,manuell offenbar (Spindel),565.2,750.1,335.1,52.5,1702.90
100,Acryl (Standard),klar (transparent),5-schalig,50 cm,80 mm,elektrisch offenbar (230V Antrieb),565.2,750.1,335.1,241.29,1891.69
100,Acryl (Standard),klar (transparent),5-schalig,50 cm,80 mm,elektrisch offenbar (24V RWA-Antrieb),565.2,750.1,335.1,280.32,1930.72
100,Acryl (Standard),klar (transparent),5-schalig,50 cm,100 mm,keine,565.2,764.5,,,1329.70
100,Acryl (Standard),klar (transparent),5-schalig,50 cm,100 mm,festverglast (nicht zu öffnen),565.2,764.5,0,0,1329.70
