ULW,Material,Optik,Schale,Hoehe,Daemmung,Luefterrahmen_Variante,Lichtkuppel_Preis_EUR,Aufsatzkranz_Preis_EUR,Luefterrahmen_Preis_EUR,Zusatzkosten_EUR,Total_EUR
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,15 cm,20 mm,keine,959.4,493.5,,,1452.90
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,15 cm,20 mm,festverglast (nicht zu öffnen),959.4,493.5,0,0,1452.90
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,15 cm,20 mm,elektrisch offenbar (230V Antrieb),959.4,493.5,555.3,460.08,2468.28
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,15 cm,20 mm,elektrisch offenbar (24V RWA-Antrieb),959.4,493.5,555.3,615.45,2623.65
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,30 cm,20 mm,keine,959.4,649.2,,,1608.60
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,30 cm,20 mm,festverglast (nicht zu öffnen),959.4,649.2,0,0,1608.60
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,30 cm,20 mm,elektrisch offenbar (230V Antrieb),959.4,649.2,555.3,460.08,2623.98
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,30 cm,20 mm,elektrisch offenbar (24V RWA-Antrieb),959.4,649.2,555.3,615.45,2779.35
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,30 cm,40 mm,keine,959.4,900.48,,,1859.88
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,30 cm,40 mm,festverglast (nicht zu öffnen),959.4,900.48,0,0,1859.88
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,30 cm,40 mm,elektrisch offenbar (230V Antrieb),959.4,900.48,555.3,460.08,2875.26
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,30 cm,40 mm,elektrisch offenbar (24V RWA-Antrieb),959.4,900.48,555.3,615.45,3030.63
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,30 cm,50 mm,keine,959.4,909.12,,,1868.52
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,30 cm,50 mm,festverglast (nicht zu öffnen),959.4,909.12,0,0,1868.52
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,30 cm,50 mm,elektrisch offenbar (230V Antrieb),959.4,909.12,555.3,460.08,2883.90
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,30 cm,50 mm,elektrisch offenbar (24V RWA-Antrieb),959.4,909.12,555.3,615.45,3039.27
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,30 cm,60 mm,keine,959.4,1032.24,,,1991.64
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,30 cm,60 mm,festverglast (nicht zu öffnen),959.4,1032.24,0,0,1991.64
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,30 cm,60 mm,elektrisch offenbar (230V Antrieb),959.4,1032.24,555.3,460.08,3007.02
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,30 cm,60 mm,elektrisch offenbar (24V RWA-Antrieb),959.4,1032.24,555.3,615.45,3162.39
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,30 cm,80 mm,keine,959.4,,,,959.40
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,30 cm,80 mm,festverglast (nicht zu öffnen),959.4,,0,0,959.40
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,30 cm,80 mm,elektrisch offenbar (230V Antrieb),959.4,,555.3,460.08,1974.78
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,30 cm,80 mm,elektrisch offenbar (24V RWA-Antrieb),959.4,,555.3,615.45,2130.15
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,30 cm,100 mm,keine,959.4,1045.2,,,2004.60
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,30 cm,100 mm,festverglast (nicht zu öffnen),959.4,1045.2,0,0,2004.60
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,30 cm,100 mm,elektrisch offenbar (230V Antrieb),959.4,1045.2,555.3,460.08,3019.98
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,30 cm,100 mm,elektrisch offenbar (24V RWA-Antrieb),959.4,1045.2,555.3,615.45,3175.35
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,50 cm,20 mm,keine,959.4,954,,,1913.40
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,50 cm,20 mm,festverglast (nicht zu öffnen),959.4,954,0,0,1913.40
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,50 cm,20 mm,elektrisch offenbar (230V Antrieb),959.4,954,555.3,460.08,2928.78
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,50 cm,20 mm,elektrisch offenbar (24V RWA-Antrieb),959.4,954,555.3,615.45,3084.15
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,50 cm,40 mm,keine,959.4,1315.44,,,2274.84
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,50 cm,40 mm,festverglast (nicht zu öffnen),959.4,1315.44,0,0,2274.84
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,50 cm,40 mm,elektrisch offenbar (230V Antrieb),959.4,1315.44,555.3,460.08,3290.22
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,50 cm,40 mm,elektrisch offenbar (24V RWA-Antrieb),959.4,1315.44,555.3,615.45,3445.59
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,50 cm,50 mm,keine,959.4,1325.52,,,2284.92
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,50 cm,50 mm,festverglast (nicht zu öffnen),959.4,1325.52,0,0,2284.92
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,50 cm,50 mm,elektrisch offenbar (230V Antrieb),959.4,1325.52,555.3,460.08,3300.30
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,50 cm,50 mm,elektrisch offenbar (24V RWA-Antrieb),959.4,1325.52,555.3,615.45,3455.67
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,50 cm,60 mm,keine,959.4,1337.04,,,2296.44
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,50 cm,60 mm,festverglast (nicht zu öffnen),959.4,1337.04,0,0,2296.44
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,50 cm,60 mm,elektrisch offenbar (230V Antrieb),959.4,1337.04,555.3,460.08,3311.82
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,50 cm,60 mm,elektrisch offenbar (24V RWA-Antrieb),959.4,1337.04,555.3,615.45,3467.19
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,50 cm,80 mm,keine,959.4,1350,,,2309.40
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,50 cm,80 mm,festverglast (nicht zu öffnen),959.4,1350,0,0,2309.40
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,50 cm,80 mm,elektrisch offenbar (230V Antrieb),959.4,1350,555.3,460.08,3324.78
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,50 cm,80 mm,elektrisch offenbar (24V RWA-Antrieb),959.4,1350,555.3,615.45,3480.15
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,50 cm,100 mm,keine,959.4,1375.92,,,2335.32
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,50 cm,100 mm,festverglast (nicht zu öffnen),959.4,1375.92,0,0,2335.32
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,50 cm,100 mm,elektrisch offenbar (230V Antrieb),959.4,1375.92,555.3,460.08,3350.70
180,Polycarbonat (schlagfest),klar (transparent),4-schalig,50 cm,100 mm,elektrisch offenbar (24V RWA-Antrieb),959.4,1375.92,555.3,615.45,3506.07
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,15 cm,20 mm,keine,1158,493.5,,,1651.50
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,15 cm,20 mm,festverglast (nicht zu öffnen),1158,493.5,0,0,1651.50
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,15 cm,20 mm,elektrisch offenbar (230V Antrieb),1158,493.5,555.3,460.08,2666.88
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,15 cm,20 mm,elektrisch offenbar (24V RWA-Antrieb),1158,493.5,555.3,615.45,2822.25
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,30 cm,20 mm,keine,1158,649.2,,,1807.20
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,30 cm,20 mm,festverglast (nicht zu öffnen),1158,649.2,0,0,1807.20
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,30 cm,20 mm,elektrisch offenbar (230V Antrieb),1158,649.2,555.3,460.08,2822.58
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,30 cm,20 mm,elektrisch offenbar (24V RWA-Antrieb),1158,649.2,555.3,615.45,2977.95
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,30 cm,40 mm,keine,1158,900.48,,,2058.48
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,30 cm,40 mm,festverglast (nicht zu öffnen),1158,900.48,0,0,2058.48
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,30 cm,40 mm,elektrisch offenbar (230V Antrieb),1158,900.48,555.3,460.08,3073.86
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,30 cm,40 mm,elektrisch offenbar (24V RWA-Antrieb),1158,900.48,555.3,615.45,3229.23
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,30 cm,50 mm,keine,1158,909.12,,,2067.12
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,30 cm,50 mm,festverglast (nicht zu öffnen),1158,909.12,0,0,2067.12
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,30 cm,50 mm,elektrisch offenbar (230V Antrieb),1158,909.12,555.3,460.08,3082.50
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,30 cm,50 mm,elektrisch offenbar (24V RWA-Antrieb),1158,909.12,555.3,615.45,3237.87
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,30 cm,60 mm,keine,1158,1032.24,,,2190.24
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,30 cm,60 mm,festverglast (nicht zu öffnen),1158,1032.24,0,0,2190.24
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,30 cm,60 mm,elektrisch offenbar (230V Antrieb),1158,1032.24,555.3,460.08,3205.62
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,30 cm,60 mm,elektrisch offenbar (24V RWA-Antrieb),1158,1032.24,555.3,615.45,3360.99
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,30 cm,80 mm,keine,1158,,,,1158.00
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,30 cm,80 mm,festverglast (nicht zu öffnen),1158,,0,0,1158.00
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,30 cm,80 mm,elektrisch offenbar (230V Antrieb),1158,,555.3,460.08,2173.38
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,30 cm,80 mm,elektrisch offenbar (24V RWA-Antrieb),1158,,555.3,615.45,2328.75
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,30 cm,100 mm,keine,1158,1045.2,,,2203.20
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,30 cm,100 mm,festverglast (nicht zu öffnen),1158,1045.2,0,0,2203.20
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,30 cm,100 mm,elektrisch offenbar (230V Antrieb),1158,1045.2,555.3,460.08,3218.58
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,30 cm,100 mm,elektrisch offenbar (24V RWA-Antrieb),1158,1045.2,555.3,615.45,3373.95
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,50 cm,20 mm,keine,1158,954,,,2112.00
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,50 cm,20 mm,festverglast (nicht zu öffnen),1158,954,0,0,2112.00
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,50 cm,20 mm,elektrisch offenbar (230V Antrieb),1158,954,555.3,460.08,3127.38
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,50 cm,20 mm,elektrisch offenbar (24V RWA-Antrieb),1158,954,555.3,615.45,3282.75
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,50 cm,40 mm,keine,1158,1315.44,,,2473.44
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,50 cm,40 mm,festverglast (nicht zu öffnen),1158,1315.44,0,0,2473.44
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,50 cm,40 mm,elektrisch offenbar (230V Antrieb),1158,1315.44,555.3,460.08,3488.82
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,50 cm,40 mm,elektrisch offenbar (24V RWA-Antrieb),1158,1315.44,555.3,615.45,3644.19
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,50 cm,50 mm,keine,1158,1325.52,,,2483.52
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,50 cm,50 mm,festverglast (nicht zu öffnen),1158,1325.52,0,0,2483.52
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,50 cm,50 mm,elektrisch offenbar (230V Antrieb),1158,1325.52,555.3,460.08,3498.90
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,50 cm,50 mm,elektrisch offenbar (24V RWA-Antrieb),1158,1325.52,555.3,615.45,3654.27
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,50 cm,60 mm,keine,1158,1337.04,,,2495.04
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,50 cm,60 mm,festverglast (nicht zu öffnen),1158,1337.04,0,0,2495.04
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,50 cm,60 mm,elektrisch offenbar (230V Antrieb),1158,1337.04,555.3,460.08,3510.42
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,50 cm,60 mm,elektrisch offenbar (24V RWA-Antrieb),1158,1337.04,555.3,615.45,3665.79
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,50 cm,80 mm,keine,1158,1350,,,2508.00
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,50 cm,80 mm,festverglast (nicht zu öffnen),1158,1350,0,0,2508.00
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,50 cm,80 mm,elektrisch offenbar (230V Antrieb),1158,1350,555.3,460.08,3523.38
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,50 cm,80 mm,elektrisch offenbar (24V RWA-Antrieb),1158,1350,555.3,615.45,3678.75
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,50 cm,100 mm,keine,1158,1375.92,,,2533.92
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,50 cm,100 mm,festverglast (nicht zu öffnen),1158,1375.92,0,0,2533.92
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,50 cm,100 mm,elektrisch offenbar (230V Antrieb),1158,1375.92,555.3,460.08,3549.30
180,Polycarbonat (schlagfest),klar (transparent),5-schalig,50 cm,100 mm,elektrisch offenbar (24V RWA-Antrieb),1158,1375.92,555.3,615.45,3704.67
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,15 cm,20 mm,keine,374.1,493.5,,,867.60
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,15 cm,20 mm,festverglast (nicht zu öffnen),374.1,493.5,0,0,867.60
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,15 cm,20 mm,elektrisch offenbar (230V Antrieb),374.1,493.5,555.3,460.08,1882.98
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,15 cm,20 mm,elektrisch offenbar (24V RWA-Antrieb),374.1,493.5,555.3,615.45,2038.35
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,30 cm,20 mm,keine,374.1,649.2,,,1023.30
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,30 cm,20 mm,festverglast (nicht zu öffnen),374.1,649.2,0,0,1023.30
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,30 cm,20 mm,elektrisch offenbar (230V Antrieb),374.1,649.2,555.3,460.08,2038.68
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,30 cm,20 mm,elektrisch offenbar (24V RWA-Antrieb),374.1,649.2,555.3,615.45,2194.05
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,30 cm,40 mm,keine,374.1,900.48,,,1274.58
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,30 cm,40 mm,festverglast (nicht zu öffnen),374.1,900.48,0,0,1274.58
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,30 cm,40 mm,elektrisch offenbar (230V Antrieb),374.1,900.48,555.3,460.08,2289.96
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,30 cm,40 mm,elektrisch offenbar (24V RWA-Antrieb),374.1,900.48,555.3,615.45,2445.33
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,30 cm,50 mm,keine,374.1,909.12,,,1283.22
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,30 cm,50 mm,festverglast (nicht zu öffnen),374.1,909.12,0,0,1283.22
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,30 cm,50 mm,elektrisch offenbar (230V Antrieb),374.1,909.12,555.3,460.08,2298.60
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,30 cm,50 mm,elektrisch offenbar (24V RWA-Antrieb),374.1,909.12,555.3,615.45,2453.97
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,30 cm,60 mm,keine,374.1,1032.24,,,1406.34
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,30 cm,60 mm,festverglast (nicht zu öffnen),374.1,1032.24,0,0,1406.34
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,30 cm,60 mm,elektrisch offenbar (230V Antrieb),374.1,1032.24,555.3,460.08,2421.72
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,30 cm,60 mm,elektrisch offenbar (24V RWA-Antrieb),374.1,1032.24,555.3,615.45,2577.09
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,30 cm,80 mm,keine,374.1,,,,374.10
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,30 cm,80 mm,festverglast (nicht zu öffnen),374.1,,0,0,374.10
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,30 cm,80 mm,elektrisch offenbar (230V Antrieb),374.1,,555.3,460.08,1389.48
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,30 cm,80 mm,elektrisch offenbar (24V RWA-Antrieb),374.1,,555.3,615.45,1544.85
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,30 cm,100 mm,keine,374.1,1045.2,,,1419.30
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,30 cm,100 mm,festverglast (nicht zu öffnen),374.1,1045.2,0,0,1419.30
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,30 cm,100 mm,elektrisch offenbar (230V Antrieb),374.1,1045.2,555.3,460.08,2434.68
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,30 cm,100 mm,elektrisch offenbar (24V RWA-Antrieb),374.1,1045.2,555.3,615.45,2590.05
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,50 cm,20 mm,keine,374.1,954,,,1328.10
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,50 cm,20 mm,festverglast (nicht zu öffnen),374.1,954,0,0,1328.10
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,50 cm,20 mm,elektrisch offenbar (230V Antrieb),374.1,954,555.3,460.08,2343.48
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,50 cm,20 mm,elektrisch offenbar (24V RWA-Antrieb),374.1,954,555.3,615.45,2498.85
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,50 cm,40 mm,keine,374.1,1315.44,,,1689.54
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,50 cm,40 mm,festverglast (nicht zu öffnen),374.1,1315.44,0,0,1689.54
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,50 cm,40 mm,elektrisch offenbar (230V Antrieb),374.1,1315.44,555.3,460.08,2704.92
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,50 cm,40 mm,elektrisch offenbar (24V RWA-Antrieb),374.1,1315.44,555.3,615.45,2860.29
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,50 cm,50 mm,keine,374.1,1325.52,,,1699.62
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,50 cm,50 mm,festverglast (nicht zu öffnen),374.1,1325.52,0,0,1699.62
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,50 cm,50 mm,elektrisch offenbar (230V Antrieb),374.1,1325.52,555.3,460.08,2715.00
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,50 cm,50 mm,elektrisch offenbar (24V RWA-Antrieb),374.1,1325.52,555.3,615.45,2870.37
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,50 cm,60 mm,keine,374.1,1337.04,,,1711.14
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,50 cm,60 mm,festverglast (nicht zu öffnen),374.1,1337.04,0,0,1711.14
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,50 cm,60 mm,elektrisch offenbar (230V Antrieb),374.1,1337.04,555.3,460.08,2726.52
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,50 cm,60 mm,elektrisch offenbar (24V RWA-Antrieb),374.1,1337.04,555.3,615.45,2881.89
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,50 cm,80 mm,keine,374.1,1350,,,1724.10
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,50 cm,80 mm,festverglast (nicht zu öffnen),374.1,1350,0,0,1724.10
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,50 cm,80 mm,elektrisch offenbar (230V Antrieb),374.1,1350,555.3,460.08,2739.48
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,50 cm,80 mm,elektrisch offenbar (24V RWA-Antrieb),374.1,1350,555.3,615.45,2894.85
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,50 cm,100 mm,keine,374.1,1375.92,,,1750.02
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,50 cm,100 mm,festverglast (nicht zu öffnen),374.1,1375.92,0,0,1750.02
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,50 cm,100 mm,elektrisch offenbar (230V Antrieb),374.1,1375.92,555.3,460.08,2765.40
180,Polycarbonat (schlagfest),opal (Milchglas),1-schalig,50 cm,100 mm,elektrisch offenbar (24V RWA-Antrieb),374.1,1375.92,555.3,615.45,2920.77
180,Polycarbonat (schlagfest),opal (Milchglas),2-schalig,15 cm,20 mm,keine,565.8,493.5,,,1059.30
180,Polycarbonat (schlagfest),opal (Milchglas),2-schalig,15 cm,20 mm,festverglast (nicht zu öffnen),565.8,493.5,0,0,1059.30
180,Polycarbonat (schlagfest),opal (Milchglas),2-schalig,15 cm,20 mm,elektrisch offenbar (230V Antrieb),565.8,493.5,555.3,460.08,2074.68
180,Polycarbonat (schlagfest),opal (Milchglas),2-schalig,15 cm,20 mm,elektrisch offenbar (24V RWA-Antrieb),565.8,493.5,555.3,615.45,2230.05
180,Polycarbonat (schlagfest),opal (Milchglas),2-schalig,30 cm,20 mm,keine,565.8,649.2,,,1215.00
180,Polycarbonat (schlagfest),opal (Milchglas),2-schalig,30 cm,20 mm,festverglast (nicht zu öffnen),565.8,649.2,0,0,1215.00
180,Polycarbonat (schlagfest),opal (Milchglas),2-schalig,30 cm,20 mm,elektrisch offenbar (230V Antrieb),565.8,649.2,555.3,460.08,2230.38
180,Polycarbonat (schlagfest),opal (Milchglas),2-schalig,30 cm,20 mm,elektrisch offenbar (24V RWA-Antrieb),565.8,649.2,555.3,615.45,2385.75
180,Polycarbonat (schlagfest),opal (Milchglas),2-schalig,30 cm,40 mm,keine,565.8,900.48,,,1466.28
180,Polycarbonat (schlagfest),opal (Milchglas),2-schalig,30 cm,40 mm,festverglast (nicht zu öffnen),565.8,900.48,0,0,1466.28
180,Polycarbonat (schlagfest),opal (Milchglas),2-schalig,30 cm,40 mm,elektrisch offenbar (230V Antrieb),565.8,900.48,555.3,460.08,2481.66
180,Polycarbonat (schlagfest),opal (Milchglas),2-schalig,30 cm,40 mm,elektrisch offenbar (24V RWA-Antrieb),565.8,900.48,555.3,615.45,2637.03
180,Polycarbonat (schlagfest),opal (Milchglas),2-schalig,30 cm,50 mm,keine,565.8,909.12,,,1474.92
180,Polycarbonat (schlagfest),opal (Milchglas),2-schalig,30 cm,50 mm,festverglast (nicht zu öffnen),565.8,909.12,0,0,1474.92
180,Polycarbonat (schlagfest),opal (Milchglas),2-schalig,30 cm,50 mm,elektrisch offenbar (230V Antrieb),565.8,909.12,555.3,460.08,2490.30
180,Polycarbonat (schlagfest),opal (Milchglas),2-schalig,30 cm,50 mm,elektrisch offenbar (24V RWA-Antrieb),565.8,909.12,555.3,615.45,2645.67
180,Polycarbonat (schlagfest),opal (Milchglas),2-schalig,30 cm,60 mm,keine,565.8,1032.24,,,1598.04
180,Polycarbonat (schlagfest),opal (Milchglas),2-schalig,30 cm,60 mm,festverglast (nicht zu öffnen),565.8,1032.24,0,0,1598.04
180,Polycarbonat (schlagfest),opal (Milchglas),2-schalig,30 cm,60 mm,elektrisch offenbar (230V Antrieb),565.8,1032.24,555.3,460.08,2613.42
180,Polycarbonat (schlagfest),opal (Milchglas),2-schalig,30 cm,60 mm,elektrisch offenbar (24V RWA-Antrieb),565.8,1032.24,555.3,615.45,2768.79
180,Polycarbonat (schlagfest),opal (Milchglas),2-schalig,30 cm,80 mm,keine,565.8,,,,565.80
180,Polycarbonat (schlagfest),opal (Milchglas),2-schalig,30 cm,80 mm,festverglast (nicht zu öffnen),565.8,,0,0,565.80
180,Polycarbonat (schlagfest),opal (Milchglas),2-schalig,30 cm,80 mm,elektrisch offenbar (230V Antrieb),565.8,,555.3,460.08,1581.18
180,Polycarbonat (schlagfest),opal (Milchglas),2-schalig,30 cm,80 mm,elektrisch offenbar (24V RWA-Antrieb),565.8,,555.3,615.45,1736.55
180,Polycarbonat (schlagfest),opal (Milchglas),2-schalig,30 cm,100 mm,keine,565.8,1045.2,,,1611.00
180,Polycarbonat (schlagfest),opal (Milchglas),2-schalig,30 cm,100 mm,festverglast (nicht zu öffnen),565.8,1045.2,0,0,1611.00
180,Polycarbonat (schlagfest),opal (Milchglas),2-schalig,30 cm,100 mm,elektrisch offenbar (230V Antrieb),565.8,1045.2,555.3,460.08,2626.38
180,Polycarbonat (schlagfest),opal (Milchglas),2-schalig,30 cm,100 mm,elektrisch offenbar (24V RWA-Antrieb),565.8,1045.2,555.3,615.45,2781.75
180,Polycarbonat (schlagfest),opal (Milchglas),2-schalig,50 cm,20 mm,keine,565.8,954,,,1519.80
180,Polycarbonat (schlagfest),opal (Milchglas),2-schalig,50 cm,20 mm,festverglast (nicht zu öffnen),565.8,954,0,0,1519.80
180,Polycarbonat (schlagfest),opal (Milchglas),2-schalig,50 cm,20 mm,elektrisch offenbar (230V Antrieb),565.8,954,555.3,460.08,2535.18
180,Polycarbonat (schlagfest),opal (Milchglas),2-schalig,50 cm,20 mm,elektrisch offenbar (24V RWA-Antrieb),565.8,954,555.3,615.45,2690.55
180,Polycarbonat (schlagfest),opal (Milchglas),2-schalig,50 cm,40 mm,keine,565.8,1315.44,,,1881.24
180,Polycarbonat (schlagfest),opal (Milchglas),2-schalig,50 cm,40 mm,festverglast (nicht zu öffnen),565.8,1315.44,0,0,1881.24
180,Polycarbonat (schlagfest),opal (Milchglas),2-schalig,50 cm,40 mm,elektrisch offenbar (230V Antrieb),565.8,1315.44,555.3,460.08,2896.62
